0.675057	0.675057	Clap
1.982570	1.982570	Drum
3.290083	3.290083	Triplet
4.597596	4.597596	Measure
5.888724	5.888724	Clap
7.209345	7.209345	Drum
8.503750	8.503750	Triplet
9.804709	9.804709	Measure
10.850064	10.850064	Clap
11.112222	11.112222	Drum
11.784002	11.784002	Triplet
13.078407	13.078407	Measure
14.074607	14.074607	Clap
14.402305	14.402305	Drum
15.680325	15.680325	Triplet
16.751896	16.751896	Measure
17.036992	17.036992	Clap
19.275166	19.275166	Drum
19.609418	19.609418	Triplet
20.091133	20.091133	Measure
20.572848	20.572848	Clap
20.995578	20.995578	Drum
22.742206	22.742206	Triplet
23.210813	23.210813	Measure
23.499187	23.499187	Clap
24.052996	24.052996	Drum
24.534711	24.534711	Triplet
24.800146	24.800146	Measure
25.412940	25.412940	Clap
27.139906	27.139906	Drum
27.402064	27.402064	Triplet
29.715608	29.715608	Measure
30.023644	30.023644	Clap
30.564345	30.564345	Drum
32.412559	32.412559	Triplet
32.625562	32.625562	Measure
33.271126	33.271126	Clap
34.998092	34.998092	Drum
35.234034	35.234034	Triplet
35.853382	35.853382	Measure
37.616395	37.616395	Clap
37.845783	37.845783	Drum
38.442192	38.442192	Triplet
40.159327	40.159327	Measure
40.447701	40.447701	Clap
41.024448	41.024448	Drum
41.519272	41.519272	Triplet
48.279671	48.279671	Measure
48.938343	48.938343	Clap
50.891420	50.891420	Drum
51.451783	51.451783	Triplet
51.936775	51.936775	Measure
53.496615	53.496615	Clap
54.053701	54.053701	Drum
54.522308	54.522308	Triplet
56.095256	56.095256	Measure
56.727712	56.727712	Clap
57.193043	57.193043	Drum
58.716836	58.716836	Triplet
59.332907	59.332907	Measure
59.791684	59.791684	Clap
61.322031	61.322031	Drum
61.987257	61.987257	Triplet
62.419817	62.419817	Measure
