0.675057	0.675057	Clap
3.290083	3.290083	Clap
5.888724	5.888724	Clap
8.503750	8.503750	Clap
10.850064	10.850064	Measure
11.784002	11.784002	Measure
14.074607	14.074607	Beep
15.680325	15.680325	Beep
17.036992	17.036992	Beep
19.609418	19.609418	Measure
20.572848	20.572848	Measure
22.742206	22.742206	Beep
23.499187	23.499187	Triplet2
24.534711	24.534711	Beep
25.412940	25.412940	Measure
27.402064	27.402064	Saxophone3
30.023644	30.023644	Saxophone4-2
32.412559	32.412559	Beep
33.271126	33.271126	Measure
35.234034	35.234034	Saxophone6
37.616395	37.616395	Beep
38.442192	38.442192	Measure
40.447701	40.447701	Saxophone8-2
41.519272	41.519272	Saxophone2
48.938343	48.938343	Measure
51.451783	51.451783	Measure
53.496615	53.496615	Saxophone11
54.522308	54.522308	Measure
56.727712	56.727712	Measure
58.716836	58.716836	Saxophone13
59.791684	59.791684	Measure
61.987257	61.987257	Saxophone
