0.676154	0.676154	Clap1
1.949578	1.949578	Clap2
3.211733	3.211733	Clap3
4.466375	4.466375	Clap4
5.747312	5.747312	Clap5
7.001953	7.001953	Clap6
8.267865	8.267865	Clap7
9.530019	9.530019	Clap8
10.209930	10.209930	Beat1
11.126495	11.126495	Beat2
12.764291	12.764291	Beat3
13.635778	13.635778	Beat4
15.220985	15.220985	Beat5
16.190139	16.190139	Beat6
17.816666	17.816666	Beat7
18.774551	18.774551	Beat8
20.258334	20.258334	Drum1
21.520489	21.520489	Drum2
22.775131	22.775131	Drum3
24.044798	24.044798	Drum4
25.321979	25.321979	Drum5
26.576620	26.576620	Drum6
27.853801	27.853801	Drum7
29.097173	29.097173	Drum8
30.411918	30.411918	Triplet1
31.020457	31.020457	Triplet2
31.621483	31.621483	Triplet3
32.894907	32.894907	Triplet4
33.536000	33.536000	Triplet5
34.146000	34.146000	Triplet6
35.411703	35.411703	Triplet7
36.065319	36.065319	Triplet8
36.681371	36.681371	Triplet9
37.943525	37.943525	Triplet10
38.582116	38.582116	Triplet11
39.201924	39.201924	Triplet12
40.464078	40.464078	Triplet13
41.098912	41.098912	Triplet14
41.729990	41.729990	Triplet15
42.984631	42.984631	Drum9
45.527723	45.527723	Triplet16
46.173826	46.173826	Triplet17
46.786121	46.786121	Triplet18
48.044519	48.044519	Drum10
50.583854	50.583854	Measure1
53.209587	53.209587	Measure2
55.720749	55.720749	Measure3
58.224398	58.224398	Measure4
60.677336	60.677336	Beat9
62.563055	62.563055	Clap9
63.220427	63.220427	Beat10
65.102390	65.102390	Clap10
65.722198	65.722198	Beat11
67.622943	67.622943	Clap11
68.261533	68.261533	Beat12
70.139739	70.139739	Clap12
